"url","slug","cause_classification","final_state","notes","human_decision_required","decision"
"/blog/tributario/impuesto-renta-personas-fisicas-honduras","impuesto-renta-personas-fisicas-honduras","AUTO_FIX_DATABASE","REQUIRES_HUMAN_DECISION","Déficit: body_links=0, fuentes_oficiales=0. El enlace en body y las fuentes oficiales son decisiones de contenido jurídico (YMYL). Patch técnico propuesto en internal-links-patch.json (no ejecutado).","yes","PENDING_HUMAN_REVIEW"
"/blog/derechos-ciudadanos/presentar-denuncia-conadeh-honduras","presentar-denuncia-conadeh-honduras","AUTO_FIX_DATABASE","REQUIRES_HUMAN_DECISION","Déficit: body_links=1, fuentes_oficiales=0. El enlace en body y las fuentes oficiales son decisiones de contenido jurídico (YMYL). Patch técnico propuesto en internal-links-patch.json (no ejecutado).","yes","PENDING_HUMAN_REVIEW"
"/blog/derecho-de-familia/union-de-hecho-requisitos-derechos-honduras","union-de-hecho-requisitos-derechos-honduras","MANUAL_LEGAL_REVIEW","REQUIRES_HUMAN_DECISION","Déficit: body_links=4, fuentes_oficiales=0. El enlace en body y las fuentes oficiales son decisiones de contenido jurídico (YMYL). Patch técnico propuesto en internal-links-patch.json (no ejecutado).","yes","PENDING_HUMAN_REVIEW"
"/blog/tributario/sar-notifica-fiscalizacion-que-hacer-honduras","sar-notifica-fiscalizacion-que-hacer-honduras","AUTO_FIX_DATABASE","REQUIRES_HUMAN_DECISION","Déficit: body_links=0, fuentes_oficiales=0. El enlace en body y las fuentes oficiales son decisiones de contenido jurídico (YMYL). Patch técnico propuesto en internal-links-patch.json (no ejecutado).","yes","PENDING_HUMAN_REVIEW"
"/blog/hondurenos-en-espana/tributar-espana-bienes-guia","tributar-espana-bienes-guia","AUTO_FIX_DATABASE","REQUIRES_HUMAN_DECISION","Déficit: body_links=0, fuentes_oficiales=0. El enlace en body y las fuentes oficiales son decisiones de contenido jurídico (YMYL). Patch técnico propuesto en internal-links-patch.json (no ejecutado).","yes","PENDING_HUMAN_REVIEW"
"/blog/derecho-penal/antejuicio-en-honduras","antejuicio-en-honduras","AUTO_FIX_DATABASE","REQUIRES_HUMAN_DECISION","Déficit: body_links=0, fuentes_oficiales=0. El enlace en body y las fuentes oficiales son decisiones de contenido jurídico (YMYL). Patch técnico propuesto en internal-links-patch.json (no ejecutado).","yes","PENDING_HUMAN_REVIEW"
"/blog/derecho-penal/estafas-fraudes-tipos-penales-honduras","estafas-fraudes-tipos-penales-honduras","AUTO_FIX_DATABASE","REQUIRES_HUMAN_DECISION","Déficit: body_links=0, fuentes_oficiales=0. El enlace en body y las fuentes oficiales son decisiones de contenido jurídico (YMYL). Patch técnico propuesto en internal-links-patch.json (no ejecutado).","yes","PENDING_HUMAN_REVIEW"
"/blog/derecho-bancario/banco-demanda-deuda-defensa-opciones-honduras","banco-demanda-deuda-defensa-opciones-honduras","MANUAL_LEGAL_REVIEW","REQUIRES_HUMAN_DECISION","Déficit: body_links=4, fuentes_oficiales=0. El enlace en body y las fuentes oficiales son decisiones de contenido jurídico (YMYL). Patch técnico propuesto en internal-links-patch.json (no ejecutado).","yes","PENDING_HUMAN_REVIEW"
"/blog/derecho-mercantil/competencia-desleal-como-denunciar-honduras","competencia-desleal-como-denunciar-honduras","AUTO_FIX_DATABASE","REQUIRES_HUMAN_DECISION","Déficit: body_links=0, fuentes_oficiales=0. El enlace en body y las fuentes oficiales son decisiones de contenido jurídico (YMYL). Patch técnico propuesto en internal-links-patch.json (no ejecutado).","yes","PENDING_HUMAN_REVIEW"
"/blog/derecho-aduanero/importar-china-guia-aduanera","importar-china-guia-aduanera","MANUAL_LEGAL_REVIEW","REQUIRES_HUMAN_DECISION","Déficit: body_links=4, fuentes_oficiales=0. El enlace en body y las fuentes oficiales son decisiones de contenido jurídico (YMYL). Patch técnico propuesto en internal-links-patch.json (no ejecutado).","yes","PENDING_HUMAN_REVIEW"
"/blog/derecho-civil/usucapion-prescripcion-adquisitiva-honduras","usucapion-prescripcion-adquisitiva-honduras","MANUAL_LEGAL_REVIEW","REQUIRES_HUMAN_DECISION","Déficit: body_links=3, fuentes_oficiales=0. El enlace en body y las fuentes oficiales son decisiones de contenido jurídico (YMYL). Patch técnico propuesto en internal-links-patch.json (no ejecutado).","yes","PENDING_HUMAN_REVIEW"
"/blog/derecho-mercantil/tipos-sociedad-mercantil-honduras","tipos-sociedad-mercantil-honduras","AUTO_FIX_DATABASE","REQUIRES_HUMAN_DECISION","Déficit: body_links=0, fuentes_oficiales=0. El enlace en body y las fuentes oficiales son decisiones de contenido jurídico (YMYL). Patch técnico propuesto en internal-links-patch.json (no ejecutado).","yes","PENDING_HUMAN_REVIEW"
"/blog/propiedad-intelectual/registrar-marca-honduras-paso-a-paso","registrar-marca-honduras-paso-a-paso","AUTO_FIX_DATABASE","REQUIRES_HUMAN_DECISION","Déficit: body_links=0, fuentes_oficiales=0. El enlace en body y las fuentes oficiales son decisiones de contenido jurídico (YMYL). Patch técnico propuesto en internal-links-patch.json (no ejecutado).","yes","PENDING_HUMAN_REVIEW"
"/blog/extranjeria-migracion/permiso-trabajo-extranjeros-honduras","permiso-trabajo-extranjeros-honduras","MANUAL_LEGAL_REVIEW","REQUIRES_HUMAN_DECISION","Déficit: body_links=2, fuentes_oficiales=0. El enlace en body y las fuentes oficiales son decisiones de contenido jurídico (YMYL). Patch técnico propuesto en internal-links-patch.json (no ejecutado).","yes","PENDING_HUMAN_REVIEW"
"/blog/derechos-ciudadanos/libertad-expresion-redes-sociales-honduras","libertad-expresion-redes-sociales-honduras","AUTO_FIX_DATABASE","REQUIRES_HUMAN_DECISION","Déficit: body_links=0, fuentes_oficiales=0. El enlace en body y las fuentes oficiales son decisiones de contenido jurídico (YMYL). Patch técnico propuesto en internal-links-patch.json (no ejecutado).","yes","PENDING_HUMAN_REVIEW"
"/blog/hondurenos-en-espana/poder-desde-espana-para-tramites-honduras","poder-desde-espana-para-tramites-honduras","MANUAL_LEGAL_REVIEW","REQUIRES_HUMAN_DECISION","Déficit: body_links=2, fuentes_oficiales=0. El enlace en body y las fuentes oficiales son decisiones de contenido jurídico (YMYL). Patch técnico propuesto en internal-links-patch.json (no ejecutado).","yes","PENDING_HUMAN_REVIEW"
"/blog/practica-legal/constituir-empresa-guia-paso-a-paso-honduras","constituir-empresa-guia-paso-a-paso-honduras","AUTO_FIX_DATABASE","REQUIRES_HUMAN_DECISION","Déficit: body_links=0, fuentes_oficiales=0. El enlace en body y las fuentes oficiales son decisiones de contenido jurídico (YMYL). Patch técnico propuesto en internal-links-patch.json (no ejecutado).","yes","PENDING_HUMAN_REVIEW"
"/blog/hondurenos-en-espana/hondurenos-espana-documentos","hondurenos-espana-documentos","MANUAL_LEGAL_REVIEW","REQUIRES_HUMAN_DECISION","Déficit: body_links=2, fuentes_oficiales=0. El enlace en body y las fuentes oficiales son decisiones de contenido jurídico (YMYL). Patch técnico propuesto en internal-links-patch.json (no ejecutado).","yes","PENDING_HUMAN_REVIEW"
"/blog/derecho-penal/defensa-penal-menores-edad-honduras","defensa-penal-menores-edad-honduras","AUTO_FIX_DATABASE","REQUIRES_HUMAN_DECISION","Déficit: body_links=0, fuentes_oficiales=0. El enlace en body y las fuentes oficiales son decisiones de contenido jurídico (YMYL). Patch técnico propuesto en internal-links-patch.json (no ejecutado).","yes","PENDING_HUMAN_REVIEW"
"/blog/practica-legal/proceso-consulta-legal-pineda","proceso-consulta-legal-pineda","MANUAL_LEGAL_REVIEW","REQUIRES_HUMAN_DECISION","Déficit: body_links=3, fuentes_oficiales=0. El enlace en body y las fuentes oficiales son decisiones de contenido jurídico (YMYL). Patch técnico propuesto en internal-links-patch.json (no ejecutado).","yes","PENDING_HUMAN_REVIEW"
"/blog/hondurenos-en-espana/herencias-transfronterizas-bienes","herencias-transfronterizas-bienes","AUTO_FIX_DATABASE","REQUIRES_HUMAN_DECISION","Déficit: body_links=0, fuentes_oficiales=0. El enlace en body y las fuentes oficiales son decisiones de contenido jurídico (YMYL). Patch técnico propuesto en internal-links-patch.json (no ejecutado).","yes","PENDING_HUMAN_REVIEW"
"/blog/derecho-ambiental/derechos-indigenas-consulta-previa-honduras","derechos-indigenas-consulta-previa-honduras","AUTO_FIX_DATABASE","REQUIRES_HUMAN_DECISION","Déficit: body_links=1, fuentes_oficiales=0. El enlace en body y las fuentes oficiales son decisiones de contenido jurídico (YMYL). Patch técnico propuesto en internal-links-patch.json (no ejecutado).","yes","PENDING_HUMAN_REVIEW"
"/blog/extranjeria-migracion/visas-inversion-rentista-pensionado","visas-inversion-rentista-pensionado","MANUAL_LEGAL_REVIEW","REQUIRES_HUMAN_DECISION","Déficit: body_links=2, fuentes_oficiales=0. El enlace en body y las fuentes oficiales son decisiones de contenido jurídico (YMYL). Patch técnico propuesto en internal-links-patch.json (no ejecutado).","yes","PENDING_HUMAN_REVIEW"
"/blog/hondurenos-en-espana/nacionalidad-espanola-para-hondurenos-residencia-plazos","nacionalidad-espanola-para-hondurenos-residencia-plazos","AUTO_FIX_DATABASE","REQUIRES_HUMAN_DECISION","Déficit: body_links=0, fuentes_oficiales=0. El enlace en body y las fuentes oficiales son decisiones de contenido jurídico (YMYL). Patch técnico propuesto en internal-links-patch.json (no ejecutado).","yes","PENDING_HUMAN_REVIEW"
"/blog/derecho-administrativo/despido-empleados-publicos-honduras","despido-empleados-publicos-honduras","MANUAL_LEGAL_REVIEW","REQUIRES_HUMAN_DECISION","Déficit: body_links=2, fuentes_oficiales=0. El enlace en body y las fuentes oficiales son decisiones de contenido jurídico (YMYL). Patch técnico propuesto en internal-links-patch.json (no ejecutado).","yes","PENDING_HUMAN_REVIEW"
"/blog/derecho-administrativo/sanciones-administrativas-como-defenderse-honduras","sanciones-administrativas-como-defenderse-honduras","MANUAL_LEGAL_REVIEW","REQUIRES_HUMAN_DECISION","Déficit: body_links=2, fuentes_oficiales=0. El enlace en body y las fuentes oficiales son decisiones de contenido jurídico (YMYL). Patch técnico propuesto en internal-links-patch.json (no ejecutado).","yes","PENDING_HUMAN_REVIEW"
