"url","slug","category","review_status","published","noindex","indexable","effective_body_links","official_sources","service_link_rendered","cause_classification","final_state","primary_service","related_recommended","related_verified","official_sources_status","notes"
"/blog/derecho-bancario/central-riesgos-honduras-consultar-impugnar","central-riesgos-honduras-consultar-impugnar","derecho-bancario","published_firm_reviewed","true","false","true","3","0","true","MANUAL_LEGAL_REVIEW","REQUIRES_HUMAN_DECISION","/servicios-juridicos/derecho-bancario-y-financiero","tarjetas-credito-intereses-cargos-defensa-honduras | derechos-consumidor-financiero-honduras-cnbs","tarjetas-credito-intereses-cargos-defensa-honduras | derechos-consumidor-financiero-honduras-cnbs","ausentes","Déficit: body_links=3, fuentes_oficiales=0. El enlace en body y las fuentes oficiales son decisiones de contenido jurídico (YMYL). Patch técnico propuesto en internal-links-patch.json (no ejecutado)."
"/blog/derecho-de-familia/custodia-hijos-honduras-juez","custodia-hijos-honduras-juez","derecho-de-familia","published_firm_reviewed","true","false","true","1","0","true","AUTO_FIX_DATABASE","REQUIRES_HUMAN_DECISION","/servicios-juridicos/derecho-de-familia","pension-alimenticia-choluteca | pension-alimenticia-porcentaje-honduras-2026","pension-alimenticia-choluteca | pension-alimenticia-porcentaje-honduras-2026","ausentes","Déficit: body_links=1, fuentes_oficiales=0. El enlace en body y las fuentes oficiales son decisiones de contenido jurídico (YMYL). Patch técnico propuesto en internal-links-patch.json (no ejecutado)."
"/blog/derecho-laboral/jornada-laboral-horas-extra-descansos-honduras","jornada-laboral-horas-extra-descansos-honduras","derecho-laboral","published_firm_reviewed","true","false","true","4","0","true","MANUAL_LEGAL_REVIEW","REQUIRES_HUMAN_DECISION","/servicios-juridicos/derecho-laboral","contratos-empleadas-domesticas-obligaciones-honduras | contratos-trabajo-tipos-clausulas-honduras","contratos-empleadas-domesticas-obligaciones-honduras | contratos-trabajo-tipos-clausulas-honduras","ausentes","Déficit: body_links=4, fuentes_oficiales=0. El enlace en body y las fuentes oficiales son decisiones de contenido jurídico (YMYL). Patch técnico propuesto en internal-links-patch.json (no ejecutado)."
"/blog/tributario/impuesto-renta-personas-fisicas-honduras","impuesto-renta-personas-fisicas-honduras","tributario","published_firm_reviewed","true","false","true","0","0","true","AUTO_FIX_DATABASE","REQUIRES_HUMAN_DECISION","/servicios-juridicos/tributario-fiscal","defensa-sar-choluteca","defensa-sar-choluteca","ausentes","Déficit: body_links=0, fuentes_oficiales=0. El enlace en body y las fuentes oficiales son decisiones de contenido jurídico (YMYL). Patch técnico propuesto en internal-links-patch.json (no ejecutado)."
"/blog/derechos-ciudadanos/presentar-denuncia-conadeh-honduras","presentar-denuncia-conadeh-honduras","derechos-ciudadanos","published_firm_reviewed","true","false","true","1","0","true","AUTO_FIX_DATABASE","REQUIRES_HUMAN_DECISION","/servicios-juridicos","derecho-de-peticion-instituciones-honduras","derecho-de-peticion-instituciones-honduras","ausentes","Déficit: body_links=1, fuentes_oficiales=0. El enlace en body y las fuentes oficiales son decisiones de contenido jurídico (YMYL). Patch técnico propuesto en internal-links-patch.json (no ejecutado)."
"/blog/derecho-de-familia/union-de-hecho-requisitos-derechos-honduras","union-de-hecho-requisitos-derechos-honduras","derecho-de-familia","published_firm_reviewed","true","false","true","4","0","true","MANUAL_LEGAL_REVIEW","REQUIRES_HUMAN_DECISION","/servicios-juridicos/derecho-de-familia","pension-alimenticia-choluteca | pension-alimenticia-porcentaje-honduras-2026","pension-alimenticia-choluteca | pension-alimenticia-porcentaje-honduras-2026","ausentes","Déficit: body_links=4, fuentes_oficiales=0. El enlace en body y las fuentes oficiales son decisiones de contenido jurídico (YMYL). Patch técnico propuesto en internal-links-patch.json (no ejecutado)."
"/blog/tributario/sar-notifica-fiscalizacion-que-hacer-honduras","sar-notifica-fiscalizacion-que-hacer-honduras","tributario","published_firm_reviewed","true","false","true","0","0","true","AUTO_FIX_DATABASE","REQUIRES_HUMAN_DECISION","/servicios-juridicos/tributario-fiscal","defensa-sar-choluteca","defensa-sar-choluteca","ausentes","Déficit: body_links=0, fuentes_oficiales=0. El enlace en body y las fuentes oficiales son decisiones de contenido jurídico (YMYL). Patch técnico propuesto en internal-links-patch.json (no ejecutado)."
"/blog/hondurenos-en-espana/tributar-espana-bienes-guia","tributar-espana-bienes-guia","hondurenos-en-espana","published_firm_reviewed","true","false","true","0","0","true","AUTO_FIX_DATABASE","REQUIRES_HUMAN_DECISION","/hondurenos-en-espana","asuntos-familiares-honduras-espana","asuntos-familiares-honduras-espana","ausentes","Déficit: body_links=0, fuentes_oficiales=0. El enlace en body y las fuentes oficiales son decisiones de contenido jurídico (YMYL). Patch técnico propuesto en internal-links-patch.json (no ejecutado)."
"/blog/derecho-penal/antejuicio-en-honduras","antejuicio-en-honduras","derecho-penal","published_firm_reviewed","true","false","true","0","0","true","AUTO_FIX_DATABASE","REQUIRES_HUMAN_DECISION","/derecho-penal","cuando-prescribe-delito-en-honduras | derechos-detenido-honduras-guia-constitucional","cuando-prescribe-delito-en-honduras | derechos-detenido-honduras-guia-constitucional","ausentes","Déficit: body_links=0, fuentes_oficiales=0. El enlace en body y las fuentes oficiales son decisiones de contenido jurídico (YMYL). Patch técnico propuesto en internal-links-patch.json (no ejecutado)."
"/blog/derecho-penal/estafas-fraudes-tipos-penales-honduras","estafas-fraudes-tipos-penales-honduras","derecho-penal","published_firm_reviewed","true","false","true","0","0","true","AUTO_FIX_DATABASE","REQUIRES_HUMAN_DECISION","/derecho-penal","cuando-prescribe-delito-en-honduras | derechos-detenido-honduras-guia-constitucional","cuando-prescribe-delito-en-honduras | derechos-detenido-honduras-guia-constitucional","ausentes","Déficit: body_links=0, fuentes_oficiales=0. El enlace en body y las fuentes oficiales son decisiones de contenido jurídico (YMYL). Patch técnico propuesto en internal-links-patch.json (no ejecutado)."
"/blog/derecho-bancario/banco-demanda-deuda-defensa-opciones-honduras","banco-demanda-deuda-defensa-opciones-honduras","derecho-bancario","published_firm_reviewed","true","false","true","4","0","true","MANUAL_LEGAL_REVIEW","REQUIRES_HUMAN_DECISION","/servicios-juridicos/derecho-bancario-y-financiero","tarjetas-credito-intereses-cargos-defensa-honduras | derechos-consumidor-financiero-honduras-cnbs","tarjetas-credito-intereses-cargos-defensa-honduras | derechos-consumidor-financiero-honduras-cnbs","ausentes","Déficit: body_links=4, fuentes_oficiales=0. El enlace en body y las fuentes oficiales son decisiones de contenido jurídico (YMYL). Patch técnico propuesto en internal-links-patch.json (no ejecutado)."
"/blog/derecho-mercantil/competencia-desleal-como-denunciar-honduras","competencia-desleal-como-denunciar-honduras","derecho-mercantil","published_firm_reviewed","true","false","true","0","0","true","AUTO_FIX_DATABASE","REQUIRES_HUMAN_DECISION","/servicios-juridicos/derecho-mercantil-empresarial","titulos-valores-cheques-sin-fondo-honduras | contratos-franquicia-aspectos","titulos-valores-cheques-sin-fondo-honduras | contratos-franquicia-aspectos","ausentes","Déficit: body_links=0, fuentes_oficiales=0. El enlace en body y las fuentes oficiales son decisiones de contenido jurídico (YMYL). Patch técnico propuesto en internal-links-patch.json (no ejecutado)."
"/blog/derecho-aduanero/importar-china-guia-aduanera","importar-china-guia-aduanera","derecho-aduanero","published_firm_reviewed","true","false","true","4","0","true","MANUAL_LEGAL_REVIEW","REQUIRES_HUMAN_DECISION","/servicios-juridicos/derecho-aduanero-y-comercio-exterior","codigo-aduanero-centroamericano | importaciones-san-lorenzo","codigo-aduanero-centroamericano | importaciones-san-lorenzo","ausentes","Déficit: body_links=4, fuentes_oficiales=0. El enlace en body y las fuentes oficiales son decisiones de contenido jurídico (YMYL). Patch técnico propuesto en internal-links-patch.json (no ejecutado)."
"/blog/derecho-civil/usucapion-prescripcion-adquisitiva-honduras","usucapion-prescripcion-adquisitiva-honduras","derecho-civil","published_firm_reviewed","true","false","true","3","0","true","MANUAL_LEGAL_REVIEW","REQUIRES_HUMAN_DECISION","/servicios-juridicos/derecho-civil-y-notarial","abogado-civil-choluteca | cobro-deudas-choluteca","abogado-civil-choluteca | cobro-deudas-choluteca","ausentes","Déficit: body_links=3, fuentes_oficiales=0. El enlace en body y las fuentes oficiales son decisiones de contenido jurídico (YMYL). Patch técnico propuesto en internal-links-patch.json (no ejecutado)."
"/blog/derecho-mercantil/tipos-sociedad-mercantil-honduras","tipos-sociedad-mercantil-honduras","derecho-mercantil","published_firm_reviewed","true","false","true","0","0","true","AUTO_FIX_DATABASE","REQUIRES_HUMAN_DECISION","/servicios-juridicos/derecho-mercantil-empresarial","titulos-valores-cheques-sin-fondo-honduras | contratos-franquicia-aspectos","titulos-valores-cheques-sin-fondo-honduras | contratos-franquicia-aspectos","ausentes","Déficit: body_links=0, fuentes_oficiales=0. El enlace en body y las fuentes oficiales son decisiones de contenido jurídico (YMYL). Patch técnico propuesto en internal-links-patch.json (no ejecutado)."
"/blog/propiedad-intelectual/registrar-marca-honduras-paso-a-paso","registrar-marca-honduras-paso-a-paso","propiedad-intelectual","published_firm_reviewed","true","false","true","0","0","true","AUTO_FIX_DATABASE","REQUIRES_HUMAN_DECISION","/servicios-juridicos/propiedad-intelectual","derechos-de-autor-proteccion-registro-honduras | proteccion-marcas-competencia-desleal","derechos-de-autor-proteccion-registro-honduras | proteccion-marcas-competencia-desleal","ausentes","Déficit: body_links=0, fuentes_oficiales=0. El enlace en body y las fuentes oficiales son decisiones de contenido jurídico (YMYL). Patch técnico propuesto en internal-links-patch.json (no ejecutado)."
"/blog/extranjeria-migracion/permiso-trabajo-extranjeros-honduras","permiso-trabajo-extranjeros-honduras","extranjeria-migracion","published_firm_reviewed","true","false","true","2","0","true","MANUAL_LEGAL_REVIEW","REQUIRES_HUMAN_DECISION","/servicios-juridicos/extranjeria-en-honduras","residencia-temporal-requisitos-plazos-honduras","residencia-temporal-requisitos-plazos-honduras","ausentes","Déficit: body_links=2, fuentes_oficiales=0. El enlace en body y las fuentes oficiales son decisiones de contenido jurídico (YMYL). Patch técnico propuesto en internal-links-patch.json (no ejecutado)."
"/blog/derechos-ciudadanos/libertad-expresion-redes-sociales-honduras","libertad-expresion-redes-sociales-honduras","derechos-ciudadanos","published_firm_reviewed","true","false","true","0","0","true","AUTO_FIX_DATABASE","REQUIRES_HUMAN_DECISION","/servicios-juridicos","derecho-de-peticion-instituciones-honduras","derecho-de-peticion-instituciones-honduras","ausentes","Déficit: body_links=0, fuentes_oficiales=0. El enlace en body y las fuentes oficiales son decisiones de contenido jurídico (YMYL). Patch técnico propuesto en internal-links-patch.json (no ejecutado)."
"/blog/hondurenos-en-espana/poder-desde-espana-para-tramites-honduras","poder-desde-espana-para-tramites-honduras","hondurenos-en-espana","published_firm_reviewed","true","false","true","2","0","true","MANUAL_LEGAL_REVIEW","REQUIRES_HUMAN_DECISION","/hondurenos-en-espana","asuntos-familiares-honduras-espana","asuntos-familiares-honduras-espana","ausentes","Déficit: body_links=2, fuentes_oficiales=0. El enlace en body y las fuentes oficiales son decisiones de contenido jurídico (YMYL). Patch técnico propuesto en internal-links-patch.json (no ejecutado)."
"/blog/practica-legal/constituir-empresa-guia-paso-a-paso-honduras","constituir-empresa-guia-paso-a-paso-honduras","practica-legal","published_firm_reviewed","true","false","true","0","0","true","AUTO_FIX_DATABASE","REQUIRES_HUMAN_DECISION","/despacho","pineda-asociados-bufete-multidisciplinario-honduras | como-elegir-abogado-honduras","pineda-asociados-bufete-multidisciplinario-honduras | como-elegir-abogado-honduras","ausentes","Déficit: body_links=0, fuentes_oficiales=0. El enlace en body y las fuentes oficiales son decisiones de contenido jurídico (YMYL). Patch técnico propuesto en internal-links-patch.json (no ejecutado)."
"/blog/hondurenos-en-espana/hondurenos-espana-documentos","hondurenos-espana-documentos","hondurenos-en-espana","published_firm_reviewed","true","false","true","2","0","true","MANUAL_LEGAL_REVIEW","REQUIRES_HUMAN_DECISION","/hondurenos-en-espana","asuntos-familiares-honduras-espana","asuntos-familiares-honduras-espana","ausentes","Déficit: body_links=2, fuentes_oficiales=0. El enlace en body y las fuentes oficiales son decisiones de contenido jurídico (YMYL). Patch técnico propuesto en internal-links-patch.json (no ejecutado)."
"/blog/derecho-penal/defensa-penal-menores-edad-honduras","defensa-penal-menores-edad-honduras","derecho-penal","published_firm_reviewed","true","false","true","0","0","true","AUTO_FIX_DATABASE","REQUIRES_HUMAN_DECISION","/derecho-penal","cuando-prescribe-delito-en-honduras | derechos-detenido-honduras-guia-constitucional","cuando-prescribe-delito-en-honduras | derechos-detenido-honduras-guia-constitucional","ausentes","Déficit: body_links=0, fuentes_oficiales=0. El enlace en body y las fuentes oficiales son decisiones de contenido jurídico (YMYL). Patch técnico propuesto en internal-links-patch.json (no ejecutado)."
"/blog/practica-legal/proceso-consulta-legal-pineda","proceso-consulta-legal-pineda","practica-legal","published_firm_reviewed","true","false","true","3","0","true","MANUAL_LEGAL_REVIEW","REQUIRES_HUMAN_DECISION","/despacho","pineda-asociados-bufete-multidisciplinario-honduras | como-elegir-abogado-honduras","pineda-asociados-bufete-multidisciplinario-honduras | como-elegir-abogado-honduras","ausentes","Déficit: body_links=3, fuentes_oficiales=0. El enlace en body y las fuentes oficiales son decisiones de contenido jurídico (YMYL). Patch técnico propuesto en internal-links-patch.json (no ejecutado)."
"/blog/hondurenos-en-espana/herencias-transfronterizas-bienes","herencias-transfronterizas-bienes","hondurenos-en-espana","published_firm_reviewed","true","false","true","0","0","true","AUTO_FIX_DATABASE","REQUIRES_HUMAN_DECISION","/hondurenos-en-espana","asuntos-familiares-honduras-espana","asuntos-familiares-honduras-espana","ausentes","Déficit: body_links=0, fuentes_oficiales=0. El enlace en body y las fuentes oficiales son decisiones de contenido jurídico (YMYL). Patch técnico propuesto en internal-links-patch.json (no ejecutado)."
"/blog/derecho-ambiental/derechos-indigenas-consulta-previa-honduras","derechos-indigenas-consulta-previa-honduras","derecho-ambiental","published_firm_reviewed","true","false","true","1","0","true","AUTO_FIX_DATABASE","REQUIRES_HUMAN_DECISION","/servicios-juridicos/ambiental-regulatorio","derecho-ambiental-honduras","derecho-ambiental-honduras","ausentes","Déficit: body_links=1, fuentes_oficiales=0. El enlace en body y las fuentes oficiales son decisiones de contenido jurídico (YMYL). Patch técnico propuesto en internal-links-patch.json (no ejecutado)."
