"segment","url","status","in_manifest","change"
"blog","/blog/tributario/devolucion-impuestos-como-solicitarla-honduras","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/practica-legal/lavado-activos-obligaciones","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/hondurenos-en-espana/poder-desde-espana-para-tramites-honduras","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/derecho-penal/abogado-penalista-sur-honduras","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/derecho-mercantil/contratos-franquicia-aspectos","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/derecho-laboral/riesgos-profesionales-accidentes","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/derecho-civil/clausulas-abusivas-contratos-como-detectar-honduras","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/derecho-bancario/central-riesgos-honduras-consultar-impugnar","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/derecho-aduanero/importaciones-san-lorenzo","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/tributario/isv-impuesto-venta-tasas-obligaciones-honduras","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/proceso-penal/habeas-corpus-cuando-interponer-honduras","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/practica-legal/como-obtener-rtn-personas-empresas-honduras","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/hondurenos-en-espana/nacionalidad-espanola-para-hondurenos-residencia-plazos","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/extranjeria-migracion/refugio-asilo-solicitarlo","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/derecho-penal/violencia-domestica-ruta-legal-honduras","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/derecho-mercantil/competencia-desleal-como-denunciar-honduras","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/derecho-laboral/derechos-trabajadora-embarazada-honduras","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/derecho-de-familia/adopcion-requisitos-proceso-honduras","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/derecho-civil/testamentos-sucesiones-herencia-honduras","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/derecho-bancario/derechos-consumidor-financiero-honduras-cnbs","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/derecho-ambiental/derecho-ambiental-honduras","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/derecho-aduanero/abogado-aduanero-san-lorenzo","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/derecho-administrativo/despido-empleados-publicos-honduras","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/tributario/impuestos-pequenas-empresas-guia-basica-honduras","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/regulacion-sanitaria/responsabilidad-medica-mala-praxis-honduras","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/propiedad-intelectual/contratos-confidencialidad-nda-secreto-comercial-honduras","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/proceso-penal/etapa-investigacion-proceso-penal-honduras","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/practica-legal/costos-honorarios-abogados-como-funcionan-honduras","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/hondurenos-en-espana/reagrupacion-familiar-hondurenos-espana","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/extranjeria-migracion/visas-inversion-rentista-pensionado","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/derechos-ciudadanos/proteccion-datos-personales-derechos-arco-honduras","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/derecho-mercantil/contratos-mercantiles-esenciales-empresas-honduras","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/derecho-penal/fianza-medidas-cautelares-proceso-penal-honduras","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/derecho-laboral/contratos-empleadas-domesticas-obligaciones-honduras","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/derecho-de-familia/union-de-hecho-requisitos-derechos-honduras","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/derecho-civil/contratos-arrendamiento-derechos-obligaciones-honduras","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/derecho-bancario/ejecucion-hipotecaria-honduras-que-hacer","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/derecho-ambiental/evaluacion-impacto-ambiental-honduras","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/derecho-aduanero/zonas-libres-zoli-beneficios-fiscales-honduras","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/derecho-administrativo/recurso-de-amparo-honduras-guia-completa","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/conciliacion-arbitraje/arbitraje-honduras-guia-completa","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/tributario/sar-notifica-fiscalizacion-que-hacer-honduras","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/regulacion-sanitaria/habilitacion-clinicas-hospitales","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/propiedad-intelectual/proteccion-marcas-competencia-desleal","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/proceso-penal/sobreseimiento-definitivo-provisional","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/hondurenos-en-espana/arraigo-social-laboral-hondurenos-espana","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/practica-legal/constituir-empresa-guia-paso-a-paso-honduras","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/extranjeria-migracion/permiso-trabajo-extranjeros-honduras","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/derechos-ciudadanos/presentar-denuncia-conadeh-honduras","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/derecho-penal/antejuicio-en-honduras","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/derecho-notarial/poder-notarial-honduras-tipos-requisitos","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/derecho-laboral/calcular-liquidacion-laboral-honduras","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/derecho-mercantil/incumplimiento-contrato-comercial-honduras","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/derecho-civil/prescripcion-deudas-plazos-honduras","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/derecho-bancario/tarjetas-credito-intereses-cargos-defensa-honduras","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/derecho-ambiental/derechos-indigenas-consulta-previa-honduras","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/derecho-aduanero/importar-mercancias-guia-aduanera","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/derecho-administrativo/sanciones-administrativas-como-defenderse-honduras","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/conciliacion-arbitraje/mediacion-familiar-cuando-funciona-honduras","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/regulacion-sanitaria/registro-medicamentos-productos-farmaceuticos-honduras","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/propiedad-intelectual/derechos-de-autor-proteccion-registro-honduras","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/proceso-penal/recursos-sentencia-penal-apelacion-casacion-honduras","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/practica-legal/como-preparar-demanda-guia-no-abogados-honduras","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/extranjeria-migracion/residencia-temporal-requisitos-plazos-honduras","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/hondurenos-en-espana/tributar-espana-bienes-guia","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/derechos-ciudadanos/libertad-expresion-redes-sociales-honduras","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/derecho-penal/allanamiento-ilegal-violacion-domicilio-honduras","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/derecho-notarial/poder-legal-honduras-cuando-se-necesita","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/derecho-laboral/contratos-trabajo-tipos-clausulas-honduras","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/derecho-bancario/creditos-reestructuracion-deudas","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/derecho-ambiental/licencia-ambiental-categorias-plazos-honduras","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/derecho-aduanero/importar-china-guia-aduanera","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/derecho-administrativo/expropiacion-forzosa-derechos-propietario-honduras","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/tributario/facturacion-electronica-requisitos-sar","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/conciliacion-arbitraje/centro-conciliacion-arbitraje-ccic","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/regulacion-sanitaria/registro-sanitario-alimentos-arsa-paso-a-paso-honduras","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/propiedad-intelectual/patentes-requisitos-proceso-solicitud-honduras","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/proceso-penal/juicio-oral-etapas-que-esperar-honduras","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/noticias-legales/reformas-legales-recientes-honduras","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/hondurenos-en-espana/herencias-transfronterizas-bienes","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/extranjeria-migracion/naturalizacion-nacionalidad-hondurena","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/derechos-ciudadanos/derecho-de-peticion-instituciones-honduras","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/derecho-penal/defensa-penal-honduras","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/derecho-laboral/acoso-laboral-mobbing-honduras","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/derecho-civil/reclamar-deuda-legalmente-honduras","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/derecho-bancario/banco-demanda-deuda-defensa-opciones-honduras","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/derecho-ambiental/delitos-ambientales-como-denunciarlos-honduras","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/derecho-aduanero/codigo-aduanero-centroamericano","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/derecho-administrativo/contratacion-publica-licitaciones","EXISTS_INDEXABLE","n/a","current"
"blog","/blog/conciliacion-arbitraje/mediacion-vs-juicio-cual-elegir","EXISTS_INDEXABLE","n/a","current"
